Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Key
Agatha Christie: Death on the Nile,2008,Adventure,0.0,0.01,0.0,0.0,0.02,AgaChrDeaontheNil08Adv
Agatha Christie: Evil Under the Sun,2008,Adventure,0.07,0.02,0.0,0.01,0.09,AgaChrEviUndtheSun08Adv
Agatha Christie: Peril at End House,2009,Adventure,0.0,0.01,0.0,0.0,0.01,AgaChrPeratEndHou09Adv
Agatha Christie: The ABC Murders,2009,Adventure,0.08,0.01,0.0,0.01,0.1,AgaChrTheABCMur09Adv
Agatha Christie's The ABC Murders,2016,Adventure,0.01,0.01,0.0,0.0,0.02,AgaChrTheABCMur16Adv
Agatha Christie: The ABC Murders,2016,Adventure,0.0,0.02,0.0,0.0,0.02,AgaChrTheABCMur16Adv
Agarest Senki: Re-appearance,0,Role-Playing,0.0,0.0,0.01,0.0,0.01,AgaSenRe-0Rol
Agassi Tennis Generation,2003,Sports,0.04,0.03,0.0,0.01,0.09,AgaTenGen03Spo
Age of Conan: Rise of the Godslayer,2010,Role-Playing,0.0,0.02,0.0,0.0,0.03,AgeofConRisoftheGod10Rol
Age of Empires: Collector's Edition,2000,Strategy,0.02,0.1,0.0,0.02,0.14,AgeofEmpColEdi00Str
Age of Empires II: The Age of Kings,1999,Strategy,0.01,0.08,0.0,0.02,0.1,AgeofEmpII:TheAgeofKin99Str
Age of Empires III,2005,Strategy,0.0,0.32,0.0,0.07,0.39,AgeofEmpIII05Str
Age of Empires III: Complete Collection,2009,Strategy,0.01,0.12,0.0,0.03,0.17,AgeofEmpIIIComCol09Str
Age of Empires III: Gold Edition,2007,Strategy,0.0,0.02,0.0,0.01,0.03,AgeofEmpIIIGolEdi07Str
Age of Empires III: The Asian Dynasties,2007,Strategy,0.0,0.05,0.0,0.01,0.07,AgeofEmpIIITheAsiDyn07Str
Age of Empires: Mythologies,2008,Strategy,0.17,0.03,0.0,0.02,0.22,AgeofEmpMyt08Str
Age of Empires Online,2011,Strategy,0.01,0.04,0.0,0.01,0.06,AgeofEmpOnl11Str
Age of Empires: The Age of Kings,2006,Strategy,0.19,0.02,0.0,0.02,0.23,AgeofEmpTheAgeofKin06Str
Age of Mythology,2002,Strategy,0.02,0.06,0.0,0.01,0.09,AgeofMyt02Str
Age of Mythology: The Titans,2003,Strategy,0.01,0.02,0.0,0.0,0.04,AgeofMytTheTit03Str
Aggressive Inline,2002,Sports,0.05,0.01,0.0,0.0,0.06,AggInl02Spo
Aggressive Inline,2002,Sports,0.17,0.13,0.0,0.04,0.35,AggInl02Spo
Aggressive Inline,2002,Sports,0.04,0.01,0.0,0.0,0.06,AggInl02Spo
Agile Warrior F-111X,1995,Simulation,0.08,0.05,0.0,0.01,0.14,AgiWarF-195Sim
Aibou DS,2009,Adventure,0.0,0.0,0.08,0.0,0.08,AibDS09Adv
Aidyn Chronicles: The First Mage,2001,Role-Playing,0.08,0.02,0.0,0.0,0.1,AidChrTheFirMag01Rol
Aikatsu! 2-nin no My Princess,2013,Action,0.0,0.0,0.26,0.0,0.26,Aik2-nnoMyPri13Act
Aikatsu! 365 Idol Days,2014,Adventure,0.0,0.0,0.13,0.0,0.13,Aik365IdoDay14Adv
Aikatsu! Cinderella Lesson,2012,Role-Playing,0.0,0.0,0.2,0.0,0.2,AikCinLes12Rol
Aikatsu! My No.1 Stage!,2015,Misc,0.0,0.0,0.07,0.0,0.07,AikMyNo.Sta15Mis
Ailu de Puzzle,2012,Action,0.0,0.0,0.04,0.0,0.04,AildePuz12Act
Airblade,2001,Sports,0.11,0.09,0.0,0.03,0.23,Air01Spo
Airlock,1981,Action,0.36,0.02,0.0,0.0,0.39,Air81Act
Air-Sea Battle,0,Shooter,0.91,0.06,0.0,0.01,0.98,AirBat0Sho
Air Combat,1995,Simulation,0.92,0.33,0.52,0.05,1.83,AirCom95Sim
Air Conflicts: Aces of World War II,2009,Simulation,0.05,0.0,0.0,0.0,0.05,AirConAceofWorWarII09Sim
Air Conflicts: Secret Wars,2011,Simulation,0.06,0.02,0.0,0.01,0.08,AirConSecWar11Sim
Air Conflicts: Secret Wars,2011,Simulation,0.1,0.06,0.0,0.03,0.19,AirConSecWar11Sim
Air Conflicts: Secret Wars,2011,Simulation,0.0,0.02,0.0,0.01,0.03,AirConSecWar11Sim
AirForce Delta Storm,2001,Shooter,0.14,0.04,0.0,0.01,0.18,AirDelSto01Sho
AirForce Delta Storm,2002,Shooter,0.02,0.01,0.0,0.0,0.02,AirDelSto02Sho
AirForce Delta Strike,2004,Simulation,0.05,0.04,0.0,0.01,0.11,AirDelStr04Sim
Airship Q,2015,Platform,0.0,0.0,0.03,0.0,0.03,AirQ15Pla
Air Raid,1981,Action,0.72,0.04,0.0,0.01,0.77,AirRai81Act
Airport Simulator,2011,Simulation,0.0,0.02,0.0,0.0,0.02,AirSim11Sim
Air Traffic Chaos,2007,Simulation,0.05,0.0,0.0,0.0,0.05,AirTraCha07Sim
Airborne Troops: Countdown to D-Day,2005,Shooter,0.06,0.05,0.0,0.02,0.12,AirTroCoutoD-D05Sho
Airline Tycoon,2000,Simulation,0.0,0.01,0.0,0.0,0.02,AirTyc00Sim
Airline Tycoon 2,2011,Simulation,0.0,0.04,0.0,0.01,0.05,AirTyc211Sim
Akane Iro ni Somaru Saka Parallel,2008,Adventure,0.0,0.0,0.03,0.0,0.03,AkaIroniSomSakPar08Adv
Akai Ito DS,2008,Adventure,0.0,0.0,0.02,0.0,0.02,AkaItoDS08Adv
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,Adventure,0.0,0.0,0.06,0.0,0.06,AkaJirMysYas-HonniManSat08Adv
Akai Katana Shin,2011,Shooter,0.04,0.0,0.01,0.0,0.06,AkaKatShi11Sho
Akatsuki no Amaneka to Aoi Kyojin,2010,Strategy,0.0,0.0,0.01,0.0,0.01,AkanoAmatoAoiKyo10Str
Akatsuki no Goei Trinity,2012,Adventure,0.0,0.0,0.01,0.0,0.01,AkanoGoeTri12Adv
Akatsuki no Goei Trinity,2012,Adventure,0.0,0.0,0.01,0.0,0.01,AkanoGoeTri12Adv
Akiba's Trip,2011,Adventure,0.0,0.0,0.14,0.0,0.14,AkiTri11Adv
Akiba's Trip Plus,2012,Adventure,0.0,0.0,0.08,0.0,0.08,AkiTriPlu12Adv
Akiba's Trip: Undead & Undressed,2013,Action,0.09,0.02,0.08,0.03,0.21,AkiTriUnd&Und13Act
Akiba's Trip: Undead & Undressed,2013,Action,0.05,0.01,0.04,0.01,0.11,AkiTriUnd&Und13Act
Akiba's Trip: Undead & Undressed,2014,Action,0.08,0.0,0.01,0.02,0.11,AkiTriUnd&Und14Act
Akko ni Omakase! Brain Shock,2006,Misc,0.0,0.0,0.04,0.0,0.04,AkkniOmaBraSho06Mis
Akuji the Heartless,1998,Platform,0.07,0.04,0.0,0.01,0.12,AkutheHea98Pla
Aladdin Magic Racer,2011,Racing,0.01,0.0,0.0,0.0,0.01,AlaMagRac11Rac
Alan Wake,2010,Action,0.66,0.51,0.05,0.13,1.35,AlaWak10Act
Alan Wake,2012,Action,0.0,0.06,0.0,0.01,0.07,AlaWak12Act
Alexi Lalas International Soccer,1998,Sports,0.04,0.03,0.0,0.0,0.07,AleLalIntSoc98Spo
Alex Rider: Stormbreaker,0,Action,0.06,0.0,0.0,0.0,0.07,AleRidSto0Act
Alfa Romeo Racing Italiano,2005,Racing,0.01,0.01,0.0,0.0,0.01,AlfRomRacIta05Rac
Alias,2004,Action,0.04,0.01,0.0,0.0,0.05,Ali04Act
Alias,2004,Action,0.05,0.04,0.0,0.01,0.11,Ali04Act
Alien,1981,Action,0.74,0.04,0.0,0.01,0.79,Ali81Act
Alien Breed Trilogy,2011,Shooter,0.0,0.02,0.0,0.0,0.03,AliBreTri11Sho
Alia's Carnival! Sacrament,2015,Adventure,0.0,0.0,0.03,0.0,0.03,AliCarSac15Adv
Aliens: Colonial Marines,2013,Shooter,0.36,0.37,0.0,0.07,0.8,AliColMar13Sho
Aliens: Colonial Marines,2013,Shooter,0.2,0.31,0.0,0.13,0.64,AliColMar13Sho
Aliens: Colonial Marines,2013,Shooter,0.1,0.06,0.0,0.02,0.18,AliColMar13Sho
Alienators: Evolution Continues,2001,Action,0.03,0.01,0.0,0.0,0.03,AliEvoCon01Act
Alien Hominid,2004,Shooter,0.05,0.04,0.0,0.01,0.1,AliHom04Sho
Alien Hominid,2004,Shooter,0.07,0.02,0.0,0.0,0.09,AliHom04Sho
Aliens: Infestation,2011,Action,0.1,0.06,0.0,0.02,0.18,AliInf11Act
Alien: Isolation,2014,Shooter,0.22,0.24,0.0,0.04,0.5,AliIso14Sho
Alien: Isolation,2014,Shooter,0.0,0.13,0.0,0.01,0.15,AliIso14Sho
Alien: Isolation,2014,Shooter,0.34,0.56,0.04,0.19,1.13,AliIso14Sho
Alien: Isolation,2014,Shooter,0.15,0.13,0.0,0.03,0.3,AliIso14Sho
Alien: Isolation,2014,Shooter,0.12,0.19,0.0,0.07,0.37,AliIso14Sho
Alice: Madness Returns,2011,Adventure,0.22,0.25,0.04,0.09,0.6,AliMadRet11Adv
Alice: Madness Returns,2011,Adventure,0.27,0.15,0.04,0.04,0.5,AliMadRet11Adv
Alice: Madness Returns,2011,Adventure,0.0,0.1,0.0,0.02,0.12,AliMadRet11Adv
Alien Monster Bowling League,2009,Sports,0.09,0.0,0.0,0.01,0.09,AliMonBowLea09Spo
Alien Resurrection,2000,Shooter,0.09,0.06,0.0,0.01,0.16,AliRes00Sho
Alien's Return,1982,Action,0.32,0.02,0.0,0.0,0.34,AliRet82Act
Alien Syndrome,2007,Role-Playing,0.07,0.0,0.0,0.01,0.08,AliSyn07Rol
Alien Syndrome,2007,Role-Playing,0.06,0.0,0.0,0.0,0.06,AliSyn07Rol
Alien Trilogy,1996,Shooter,0.24,0.16,0.04,0.03,0.47,AliTri96Sho
Alice in Wonderland,2010,Adventure,0.27,0.21,0.0,0.05,0.53,AliinWon10Adv
Alice in Wonderland,2010,Adventure,0.27,0.18,0.0,0.05,0.5,AliinWon10Adv
Aliens in the Attic,2009,Action,0.05,0.0,0.0,0.0,0.05,AliintheAtt09Act
Aliens in the Attic,2009,Action,0.07,0.0,0.0,0.01,0.08,AliintheAtt09Act
Aliens versus Predator: Extinction,2003,Strategy,0.06,0.02,0.0,0.0,0.08,AliverPreExt03Str
Aliens versus Predator: Extinction,2003,Strategy,0.09,0.07,0.0,0.02,0.19,AliverPreExt03Str
Aliens vs Predator,2010,Shooter,0.55,0.4,0.0,0.11,1.06,AlivsPre10Sho
Aliens vs Predator,2010,Shooter,0.0,0.17,0.0,0.02,0.19,AlivsPre10Sho
Aliens vs Predator,2010,Shooter,0.41,0.47,0.0,0.18,1.05,AlivsPre10Sho
Aliens vs Predator: Requiem,2007,Action,0.03,0.12,0.0,0.07,0.22,AlivsPreReq07Act
Alleyway,1989,Puzzle,0.96,0.38,0.55,0.05,1.94,All89Puz
All-Star Baseball 2001,2000,Sports,0.22,0.01,0.0,0.0,0.23,AllBas20000Spo
All-Star Baseball 2002,2001,Sports,0.27,0.21,0.0,0.07,0.56,AllBas20001Spo
All-Star Baseball 2002,2001,Sports,0.17,0.04,0.0,0.01,0.22,AllBas20001Spo
All-Star Baseball 2003,2002,Sports,0.12,0.03,0.0,0.0,0.15,AllBas20002Spo
All-Star Baseball 2003,2002,Sports,0.11,0.04,0.0,0.0,0.15,AllBas20002Spo
All-Star Baseball 2003,2002,Sports,0.38,0.29,0.0,0.1,0.77,AllBas20002Spo
All-Star Baseball 2003,2002,Sports,0.19,0.06,0.0,0.01,0.26,AllBas20002Spo
All-Star Baseball 2004,2003,Sports,0.21,0.16,0.0,0.05,0.42,AllBas20003Spo
All-Star Baseball 2004,2003,Sports,0.06,0.02,0.0,0.0,0.08,AllBas20003Spo
All-Star Baseball 2004,2003,Sports,0.05,0.02,0.0,0.0,0.07,AllBas20003Spo
All-Star Baseball 2004,2003,Sports,0.1,0.03,0.0,0.0,0.13,AllBas20003Spo
All-Star Baseball 2005,0,Sports,0.11,0.03,0.0,0.01,0.15,AllBas2000Spo
All-Star Baseball 2005,0,Sports,0.16,0.12,0.0,0.04,0.32,AllBas2000Spo
All-Star Baseball 2000,1999,Sports,0.36,0.03,0.0,0.0,0.39,AllBas20099Spo
All-Star Baseball 99,1998,Sports,0.44,0.04,0.0,0.0,0.48,AllBas9998Spo
All-Pro Football 2K8,2007,Sports,0.14,0.0,0.0,0.01,0.15,AllFoo2K807Spo
All-Pro Football 2K8,2007,Sports,0.24,0.0,0.0,0.02,0.26,AllFoo2K807Spo
Allied General,1996,Strategy,0.11,0.07,0.0,0.01,0.19,AllGen96Str
All Grown Up! Express Yourself,2004,Misc,0.13,0.05,0.0,0.0,0.18,AllGroUp!ExpYou04Mis
All Grown Up!: Game Boy Advance Video Volume 1,2004,Misc,0.17,0.06,0.0,0.0,0.24,AllGroUp!GamBoyAdvVidVol104Mis
A llI S.V.: A Ressha de Gyoukou 3 Super Version,1995,Simulation,0.0,0.0,0.06,0.0,0.06,AllIS.VAResdeGyo3SupVer95Sim
All Japan Pro Wrestling featuring Virtua,1997,Fighting,0.0,0.0,0.15,0.0,0.15,AllJapProWrefeaVir97Fig
All Kamen Rider: Rider Generation,2011,Action,0.0,0.0,0.12,0.0,0.12,AllKamRidRidGen11Act
All Kamen Rider: Rider Generation 2,2012,Action,0.0,0.0,0.06,0.0,0.06,AllKamRidRidGen212Act
All Kamen Rider: Rider Generation 2,2012,Action,0.0,0.0,0.1,0.0,0.1,AllKamRidRidGen212Act
All Points Bulletin,2010,Role-Playing,0.0,0.03,0.0,0.01,0.04,AllPoiBul10Rol
All Star Cheer Squad,2008,Sports,0.43,0.29,0.0,0.08,0.8,AllStaCheSqu08Spo
All Star Cheer Squad,2008,Sports,0.26,0.0,0.0,0.02,0.28,AllStaCheSqu08Spo
All Star Cheer Squad 2,2009,Sports,0.12,0.0,0.0,0.01,0.13,AllStaCheSqu209Spo
All Star Karate,2010,Action,0.14,0.07,0.0,0.02,0.23,AllStaKar10Act
All Star Pro-Wrestling,2000,Fighting,0.0,0.0,0.2,0.0,0.2,AllStaPro00Fig
All Star Tennis 99,1999,Sports,0.04,0.01,0.0,0.0,0.05,AllStaTen9999Spo
Alone in the Dark,2008,Adventure,0.09,0.08,0.0,0.02,0.18,AlointheDar08Adv
Alone in the Dark,2008,Adventure,0.14,0.3,0.0,0.05,0.49,AlointheDar08Adv
Alone in the Dark,2008,Adventure,0.0,0.01,0.0,0.0,0.01,AlointheDar08Adv
Alone in the Dark,2008,Adventure,0.03,0.02,0.0,0.01,0.06,AlointheDar08Adv
Alone in the Dark: Inferno,2008,Adventure,0.09,0.03,0.0,0.02,0.14,AlointheDarInf08Adv
Alone in the Dark: One-Eyed Jack's Revenge,1996,Adventure,0.17,0.12,0.0,0.02,0.31,AlointheDarOneJacRev96Adv
Alone in the Dark: The New Nightmare,0,Adventure,0.09,0.06,0.0,0.01,0.16,AlointheDarTheNewNig0Adv
Alpha Protocol,2010,Role-Playing,0.0,0.03,0.0,0.01,0.04,AlpPro10Rol
Alpha Protocol,2010,Role-Playing,0.19,0.18,0.0,0.07,0.43,AlpPro10Rol
Alpha Protocol,2010,Role-Playing,0.23,0.13,0.0,0.04,0.4,AlpPro10Rol
Alpha and Omega,2010,Action,0.06,0.0,0.0,0.0,0.07,AlpandOme10Act
Altered Beast: Guardian of the Realms,2002,Action,0.07,0.02,0.0,0.0,0.09,AltBeaGuaoftheRea02Act
Alter Echo,2003,Shooter,0.06,0.05,0.0,0.02,0.13,AltEch03Sho
Alter Echo,2003,Shooter,0.04,0.01,0.0,0.0,0.05,AltEch03Sho
Alter Ego,1985,Simulation,0.0,0.03,0.0,0.01,0.03,AltEgo85Sim
Alundra 2: A New Legend Begins,1999,Role-Playing,0.15,0.1,0.0,0.02,0.27,Alu2:ANewLegBeg99Rol
Alundra,1997,Role-Playing,0.13,0.09,0.0,0.01,0.23,Alu97Rol
Alvin and the Chipmunks,2007,Misc,0.12,0.0,0.0,0.01,0.14,AlvandtheChi07Mis
Alvin and the Chipmunks,2007,Misc,0.05,0.0,0.0,0.0,0.06,AlvandtheChi07Mis
Alvin and the Chipmunks,2007,Misc,0.04,0.03,0.0,0.01,0.07,AlvandtheChi07Mis
Alvin and the Chipmunks: Chipwrecked,2011,Misc,0.08,0.01,0.0,0.01,0.1,AlvandtheChiChi11Mis
Alvin and the Chipmunks: Chipwrecked,2011,Misc,0.07,0.03,0.0,0.01,0.11,AlvandtheChiChi11Mis
Alvin and the Chipmunks: Chipwrecked,2011,Misc,0.08,0.01,0.0,0.01,0.1,AlvandtheChiChi11Mis
Alvin and the Chipmunks: The Squeakquel,2009,Misc,0.09,0.0,0.0,0.01,0.1,AlvandtheChiTheSqu09Mis
Alvin and the Chipmunks: The Squeakquel,2009,Misc,0.28,0.0,0.0,0.02,0.3,AlvandtheChiTheSqu09Mis
Amagami,2009,Adventure,0.0,0.0,0.13,0.0,0.13,Ama09Adv
Amagami,2011,Adventure,0.0,0.0,0.15,0.0,0.15,Ama11Adv
Amagami,2014,Adventure,0.0,0.0,0.04,0.0,0.04,Ama14Adv
Amazing Adventures: The Forgotten Ruins,2008,Adventure,0.13,0.08,0.0,0.02,0.24,AmaAdvTheForRui08Adv
Amazing Island,2004,Strategy,0.04,0.01,0.0,0.0,0.06,AmaIsl04Str
Amatsumi Sora ni! Kumo no Hatate ni,2015,Adventure,0.0,0.0,0.02,0.0,0.02,AmaSorni!KumnoHatni15Adv
Amagoushi no Yakata,2007,Adventure,0.0,0.0,0.02,0.0,0.02,AmanoYak07Adv
America's Army: Rise of a Soldier,2005,Shooter,0.19,0.05,0.0,0.01,0.25,AmeArmRisofaSol05Sho
America's Army: True Soldiers,2007,Shooter,0.08,0.0,0.0,0.01,0.08,AmeArmTruSol07Sho
American Bass Challenge,2001,Sports,0.03,0.01,0.0,0.0,0.05,AmeBasCha01Spo
American Chopper,2004,Racing,0.35,0.01,0.0,0.06,0.42,AmeCho04Rac
American Chopper,2004,Racing,0.11,0.03,0.0,0.01,0.15,AmeCho04Rac
American Chopper 2: Full Throttle,2005,Racing,0.04,0.01,0.0,0.0,0.05,AmeCho2:FulThr05Rac
American Chopper 2: Full Throttle,2005,Racing,0.09,0.07,0.0,0.02,0.18,AmeCho2:FulThr05Rac
American Chopper 2: Full Throttle,2005,Racing,0.04,0.01,0.0,0.0,0.05,AmeCho2:FulThr05Rac
American Girl: Julie Finds a Way,2007,Adventure,0.1,0.0,0.0,0.01,0.11,AmeGirJulFinaWay07Adv
American Girl: Kit Mystery Challenge!,2008,Adventure,0.42,0.0,0.0,0.03,0.46,AmeGirKitMysCha08Adv
American Idol,2003,Misc,0.27,0.21,0.0,0.07,0.55,AmeIdo03Mis
American Idol,2003,Misc,0.15,0.06,0.0,0.0,0.22,AmeIdo03Mis
America's Next Top Model,2008,Action,0.1,0.0,0.0,0.01,0.1,AmeNexTopMod08Act
America's Next Top Model,2010,Action,0.08,0.0,0.0,0.01,0.08,AmeNexTopMod10Act
America Oudan Ultra-Quiz,1995,Misc,0.0,0.0,0.02,0.0,0.02,AmeOudUlt95Mis
America's Test Kitchen: Let's Get Cooking,2010,Simulation,0.25,0.0,0.0,0.02,0.27,AmeTesKitLetGetCoo10Sim
Amnesia,2011,Adventure,0.0,0.0,0.04,0.0,0.04,Amn11Adv
Amnesia Crowd,2013,Misc,0.0,0.0,0.05,0.0,0.05,AmnCro13Mis
Amnesia Later,2012,Misc,0.0,0.0,0.05,0.0,0.05,AmnLat12Mis
Amnesia Later,2014,Misc,0.0,0.0,0.01,0.0,0.01,AmnLat14Mis
Amplitude,2003,Misc,0.09,0.07,0.0,0.02,0.18,Amp03Mis
Amped 2,2003,Sports,0.2,0.04,0.0,0.01,0.25,Amp203Spo
Amped 3,2005,Sports,0.13,0.02,0.0,0.01,0.16,Amp305Spo
Amped: Freestyle Snowboarding,2001,Sports,0.69,0.11,0.0,0.02,0.82,AmpFreSno01Spo
An American Tail: Fievel's Gold Rush,2002,Platform,0.02,0.01,0.0,0.0,0.03,AnAmeTaiFieGolRus02Pla
Anarchy Reigns,2012,Action,0.11,0.02,0.02,0.01,0.17,AnaRei12Act
Anarchy Reigns,2012,Action,0.1,0.03,0.06,0.02,0.21,AnaRei12Act
Andretti Racing,1996,Racing,0.43,0.29,0.0,0.05,0.77,AndRac96Rac
And1 Streetball,2006,Action,0.06,0.02,0.0,0.0,0.07,AndStr06Act
And1 Streetball,2006,Action,0.13,0.1,0.0,0.03,0.27,AndStr06Act
Angry Birds,2011,Puzzle,0.0,0.18,0.0,0.05,0.24,AngBir11Puz
Angry Birds: Rio,2011,Puzzle,0.0,0.07,0.0,0.02,0.09,AngBirRio11Puz
Angry Birds Star Wars,2013,Strategy,0.16,0.11,0.0,0.03,0.29,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.21,0.1,0.0,0.03,0.35,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.15,0.15,0.0,0.03,0.34,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.1,0.17,0.0,0.06,0.33,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.06,0.04,0.0,0.01,0.11,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.11,0.04,0.0,0.01,0.16,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.1,0.08,0.0,0.03,0.2,AngBirStaWar13Str
Angry Birds Star Wars,2013,Strategy,0.05,0.04,0.0,0.03,0.12,AngBirStaWar13Str
Angry Birds Trilogy,2012,Action,0.18,0.06,0.0,0.02,0.27,AngBirTri12Act
Angry Birds Trilogy,2012,Action,0.12,0.02,0.0,0.02,0.16,AngBirTri12Act
Angry Birds Trilogy,2012,Action,0.38,0.2,0.0,0.05,0.63,AngBirTri12Act
Angel Blade: Neo Tokyo Guardians,1997,Role-Playing,0.12,0.08,0.0,0.01,0.21,AngBlaNeoTokGua97Rol
Angler's Club: Ultimate Bass Fishing 3D,2011,Sports,0.0,0.03,0.0,0.0,0.03,AngCluUltBasFis3D11Spo
Angelique Duet,1998,Strategy,0.0,0.0,0.04,0.0,0.04,AngDue98Str
Angelique: Maren no Rokukishi,2011,Adventure,0.0,0.0,0.03,0.0,0.03,AngMarnoRok11Adv
Angelique Retour,2015,Action,0.0,0.0,0.02,0.0,0.02,AngRet15Act
Angelique Trois,2000,Adventure,0.0,0.0,0.06,0.0,0.06,AngTro00Adv
Anima - Gate of Memories,2016,Action,0.0,0.02,0.0,0.0,0.02,Ani-GatofMem16Act
AniMates!,2007,Simulation,0.02,0.0,0.0,0.0,0.03,Ani07Sim
Animal Crossing,2001,Simulation,1.92,0.16,0.99,0.09,3.15,AniCro01Sim
Animal Crossing: Amiibo Festival,2015,Misc,0.19,0.11,0.09,0.03,0.42,AniCroAmiFes15Mis
Animal Crossing: City Folk,2008,Simulation,1.87,1.12,1.32,0.37,4.68,AniCroCitFol08Sim
Animal Crossing: Happy Home Designer,2015,Simulation,0.47,1.0,1.39,0.12,2.98,AniCroHapHomDes15Sim
Animal Crossing: New Leaf,2012,Simulation,2.01,2.32,4.36,0.41,9.09,AniCroNewLea12Sim
Animal Crossing: Wild World,2005,Simulation,2.55,3.52,5.33,0.88,12.27,AniCroWilWor05Sim
Animal Genius,2007,Puzzle,0.11,0.0,0.0,0.01,0.12,AniGen07Puz
Animal Kingdom: Wildlife Expedition,2009,Adventure,0.07,0.0,0.0,0.01,0.08,AniKinWilExp09Adv
Animal Paradise,2007,Simulation,0.09,0.14,0.0,0.02,0.25,AniPar07Sim
Animal Planet: Emergency Vets,2009,Simulation,0.08,0.0,0.0,0.01,0.08,AniPlaEmeVet09Sim
Animal Planet: Vet Collection,2010,Simulation,0.05,0.0,0.0,0.0,0.05,AniPlaVetCol10Sim
Animal Planet: Vet Life,2009,Simulation,0.1,0.0,0.0,0.01,0.11,AniPlaVetLif09Sim
Animal Planet: Vet Life,2009,Simulation,0.09,0.0,0.0,0.01,0.1,AniPlaVetLif09Sim
Animorphs: Shattered Reality,2000,Action,0.03,0.02,0.0,0.0,0.06,AniShaRea00Act
Animaniacs Ten Pin Alley,1998,Sports,0.36,0.25,0.0,0.04,0.66,AniTenPinAll98Spo
Animaniacs: The Great Edgar Hunt,2005,Platform,0.02,0.01,0.0,0.0,0.03,AniTheGreEdgHun05Pla
Anno 1701: Dawn of Discovery,2007,Simulation,0.07,0.06,0.0,0.02,0.14,Ann170DawofDis07Sim
Anno 2070,2011,Strategy,0.0,1.13,0.0,0.32,1.45,Ann20711Str
Anno 2205,2015,Strategy,0.02,0.22,0.0,0.01,0.25,Ann22015Str
Another Code R: A Journey into Lost Memories,2009,Adventure,0.0,0.03,0.03,0.0,0.06,AnoCodR:AJouintLosMem09Adv
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012,Action,0.0,0.0,0.02,0.0,0.02,AnoHiMitHannoNamoBokwaMadShi12Act
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016,Action,0.0,0.0,0.06,0.0,0.06,AnsKyoAssIkuKei16Act
Antz Extreme Racing,2002,Racing,0.02,0.02,0.0,0.01,0.04,AntExtRac02Rac
Antz Extreme Racing,2002,Racing,0.01,0.0,0.0,0.0,0.02,AntExtRac02Rac
Ant Nation,2009,Simulation,0.06,0.01,0.0,0.01,0.07,AntNat09Sim
Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009,Role-Playing,0.0,0.0,0.02,0.0,0.02,AntnoSeiTennoGakOp.09Rol
Anubis II,2007,Platform,0.06,0.0,0.0,0.0,0.07,AnuII07Pla
Aoishiro,2008,Adventure,0.0,0.0,0.02,0.0,0.02,Aoi08Adv
Ao no Exorcist: Genkoku no Labyrinth,2012,Action,0.0,0.0,0.04,0.0,0.04,AonoExoGennoLab12Act
Ao no Kanata no Four Rhythm,2016,Adventure,0.0,0.0,0.03,0.0,0.03,AonoKannoFouRhy16Adv
Apache: Air Assault,2010,Simulation,0.11,0.07,0.0,0.03,0.22,ApaAirAss10Sim
Apache: Air Assault,2010,Simulation,0.12,0.04,0.0,0.01,0.17,ApaAirAss10Sim
Apache: Air Assault,2010,Simulation,0.0,0.03,0.0,0.01,0.03,ApaAirAss10Sim
Apassionata: Die Galanacht der Pferde,2009,Simulation,0.0,0.04,0.0,0.01,0.05,ApaDieGalderPfe09Sim
Apex,2003,Racing,0.1,0.03,0.0,0.0,0.14,Ape03Rac
Ape Escape,2010,Platform,0.0,0.03,0.0,0.01,0.05,ApeEsc10Pla
Ape Escape 2,2002,Platform,0.12,0.09,0.38,0.03,0.63,ApeEsc202Pla
Ape Escape 3,2005,Platform,0.06,0.05,0.0,0.02,0.13,ApeEsc305Pla
Ape Escape,1999,Platform,0.71,0.48,0.32,0.11,1.63,ApeEsc99Pla
Ape Escape Academy (jp sales),2004,Misc,0.0,0.0,0.13,0.0,0.14,ApeEscAca(jpsal04Mis
Ape Escape Academy,2004,Misc,0.13,0.15,0.0,0.05,0.33,ApeEscAca04Mis
Ape Escape: On the Loose,2005,Platform,0.52,0.01,0.12,0.05,0.7,ApeEscOntheLoo05Pla
Ape Escape: Pumped & Primed,2004,Misc,0.04,0.03,0.0,0.01,0.08,ApeEscPum&Pri04Mis
Apocalypse,1998,Action,0.25,0.17,0.0,0.03,0.45,Apo98Act
Apollo Justice: Ace Attorney,2007,Adventure,0.32,0.06,0.64,0.04,1.06,ApoJusAceAtt07Adv
Aqua Aqua,2000,Puzzle,0.05,0.04,0.0,0.01,0.11,AquAqu00Puz
